API Key,Date,Year,Home Team,Away Team,Home Score,Away Score,Final Score,Winning Team,# Innings,End Top Inning?,Home Team PA #,Away Team PA #,Total Number PA,Homne Team # Pitches,Away Team # Pitches,Total # Pitches,Home Team Baserunners,Away Team Baserunners,Total # Baserunners,Pitching Changes,Time
565221,2019-05-27,2019,CIN,PIT,8,1,8-1,CIN,9,true,36,36,72,144,147,291,13,10,23,0,2:57
566962,2019-03-28,2019,MIN,CLE,2,0,2-0,MIN,9,true,31,30,61,111,92,203,7,3,10,3,2:18
565229,2019-04-13,2019,CIN,SLN,5,2,5-2,CIN,9,true,34,39,73,169,121,290,10,15,25,6,3:08
566275,2019-03-28,2019,SDN,SFN,2,0,2-0,SDN,9,true,28,31,59,108,102,210,7,6,13,2,2:18
567384,2019-05-19,2019,MIA,NYN,3,0,3-0,MIA,9,true,30,28,58,89,104,193,8,3,11,0,1:59
567362,2019-03-31,2019,MIA,COL,3,0,3-0,MIA,9,true,31,32,63,112,112,224,8,6,14,3,2:32
566864,2019-03-28,2019,TOR,DET,0,2,2-0,DET,10,false,33,37,70,137,108,245,3,9,12,0,2:25
567463,2019-04-13,2019,NYA,CHA,4,0,4-0,NYA,9,true,32,29,61,105,124,229,8,1,9,2,2:28
564835,2019-04-07,2019,ARI,BOS,0,1,1-0,BOS,9,false,31,33,64,113,115,228,4,8,12,0,2:29
567460,2019-04-02,2019,NYA,DET,1,3,3-1,DET,9,false,34,38,72,123,121,244,9,12,21,2,2:41
565136,2019-05-03,2019,CHN,SLN,4,0,4-0,CHN,9,true,35,30,65,81,141,222,13,4,17,1,2:28
566301,2019-05-21,2019,SDN,ARI,3,2,3-2,SDN,9,true,29,32,61,114,111,225,5,5,10,0,2:21
566183,2019-04-05,2019,PIT,CIN,2,0,2-0,PIT,9,true,30,30,60,111,103,214,5,5,10,3,2:25
566086,2019-03-28,2019,OAK,ANA,4,0,4-0,OAK,9,true,32,33,65,118,103,221,8,8,16,0,2:18
566187,2019-04-20,2019,PIT,SFN,3,1,3-1,PIT,5,false,20,20,40,79,78,157,5,5,10,0,1:32 (3:08 delay)
565225,2019-04-03,2019,CIN,MIL,0,1,1-0,MIL,9,false,31,34,65,134,125,259,4,8,12,0,2:33
566664,2019-03-28,2019,TBA,HOU,1,5,5-1,HOU,9,false,34,37,71,145,124,269,7,12,19,0,2:38
566766,2019-04-01,2019,TEX,HOU,1,2,2-1,HOU,9,false,28,37,65,143,113,256,2,12,14,1,2:39
566865,2019-03-29,2019,TOR,DET,6,0,6-0,TOR,9,true,34,31,65,114,138,252,10,4,14,0,2:28
567552,2019-03-28,2019,MIL,SLN,5,4,5-4,MIL,9,true,32,34,66,145,127,272,9,7,16,1,2:36
566089,2019-03-31,2019,OAK,ANA,2,1,2-1,OAK,9,true,34,31,65,113,146,259,11,5,16,2,2:40
567065,2019-04-08,2019,PHI,WAS,4,3,4-3,PHI,9,true,35,33,68,129,116,245,12,7,19,2,2:32
565126,2019-04-11,2019,CHN,PIT,2,0,2-0,CHN,9,true,32,33,65,134,120,254,8,6,14,1,2:38 (1:09 delay)
565127,2019-04-12,2019,CHN,ANA,5,1,5-1,CHN,9,true,35,31,66,116,138,254,11,4,15,1,2:29
564839,2019-04-12,2019,ARI,SDN,1,2,2-1,SDN,9,false,31,34,65,128,141,269,4,7,11,2,2:38
566667,2019-03-31,2019,TBA,HOU,3,1,3-1,TBA,9,true,32,29,61,120,110,230,8,4,12,2,2:12
565895,2019-03-28,2019,WAS,NYN,0,2,2-0,NYN,9,false,33,34,67,135,139,274,7,8,15,2,2:44
566278,2019-03-31,2019,SDN,SFN,3,1,3-1,SDN,9,true,37,29,66,129,124,253,15,4,19,1,2:47
566668,2019-04-01,2019,TBA,COL,7,1,7-1,TBA,9,true,37,34,71,133,137,270,13,8,21,5,2:54
566665,2019-03-29,2019,TBA,HOU,4,2,4-2,TBA,9,true,32,36,68,130,133,263,7,11,18,1,2:38
567371,2019-04-17,2019,MIA,CHN,0,6,6-0,CHN,9,false,31,35,66,125,130,255,5,9,14,0,2:25
565220,2019-03-28,2019,CIN,PIT,5,3,5-3,CIN,9,true,34,39,73,167,115,282,9,12,21,5,2:54
566476,2019-04-10,2019,SFN,SDN,1,3,3-1,SDN,9,false,35,35,70,128,114,242,8,9,17,2,2:37
567459,2019-04-01,2019,NYA,DET,3,1,3-1,NYA,9,true,33,36,69,137,134,271,9,9,18,1,2:43
564738,2019-04-08,2019,ANA,MIL,5,2,5-2,ANA,9,true,32,34,66,137,125,262,10,8,18,2,2:40
566570,2019-04-08,2019,SLN,LAN,4,3,4-3,SLN,9,true,30,36,66,132,111,243,7,11,18,2,2:41
566090,2019-04-01,2019,OAK,BOS,7,0,7-0,OAK,9,true,36,31,67,136,126,262,11,6,17,1,2:42
566975,2019-04-29,2019,MIN,HOU,1,0,1-0,MIN,9,true,29,33,62,117,116,233,5,7,12,0,2:31
566567,2019-04-05,2019,SLN,SDN,3,5,5-3,SDN,9,false,33,42,75,170,121,291,6,15,21,0,2:54
566182,2019-04-04,2019,PIT,CIN,2,0,2-0,PIT,9,true,32,37,69,143,116,259,10,11,21,2,2:40
564755,2019-05-18,2019,ANA,KCA,6,3,6-3,ANA,9,true,34,36,70,134,123,257,11,10,21,1,2:42
565512,2019-04-07,2019,DET,KCA,3,1,3-1,DET,9,true,33,33,66,127,146,273,10,9,19,0,2:24
566480,2019-04-14,2019,SFN,COL,0,4,4-0,COL,9,false,29,35,64,145,105,250,2,9,11,0,2:25
566872,2019-04-13,2019,TOR,TBA,3,1,3-1,TOR,9,true,31,34,65,117,134,251,8,10,18,2,2:44
566102,2019-05-07,2019,OAK,CIN,2,0,2-0,OAK,9,true,30,29,59,131,128,259,6,2,8,1,2:25 (1:38 delay)
566988,2019-05-27,2019,MIN,MIL,4,5,5-4,MIL,9,false,41,35,76,140,179,319,14,8,22,2,3:12
566087,2019-03-29,2019,OAK,ANA,2,6,6-2,ANA,9,false,36,39,75,136,139,275,11,15,26,2,2:52
567359,2019-03-28,2019,MIA,COL,3,6,6-3,COL,9,false,34,39,73,149,121,270,6,12,18,1,2:55
566666,2019-03-30,2019,TBA,HOU,3,1,3-1,TBA,9,true,32,36,68,132,123,255,8,11,19,1,2:40
567063,2019-04-06,2019,PHI,MIN,2,6,6-2,MIN,9,false,36,39,75,118,136,254,10,14,24,2,2:50
565240,2019-05-16,2019,CIN,CHN,4,2,4-2,CIN,9,true,38,32,70,127,123,250,15,5,20,1,2:36 (1:51 delay)
567187,2019-05-19,2019,ATL,MIL,2,3,3-2,MIL,10,false,34,37,71,135,117,252,5,9,14,1,2:44
567173,2019-04-29,2019,ATL,SDN,3,1,3-1,ATL,9,true,36,33,69,119,135,254,10,7,17,2,2:33
565327,2019-05-03,2019,CLE,SEA,2,1,2-1,CLE,9,false,32,36,68,147,120,267,7,10,17,2,2:46
565618,2019-04-28,2019,HOU,CLE,4,1,4-1,HOU,9,true,34,37,71,144,110,254,11,10,21,3,2:48
567292,2019-05-31,2019,CHA,CLE,6,1,6-1,CHA,9,true,39,36,75,131,119,250,12,10,22,0,2:41
566091,2019-04-02,2019,OAK,BOS,1,0,1-0,OAK,9,true,30,34,64,123,117,240,7,8,15,0,2:42
566768,2019-04-03,2019,TEX,HOU,4,0,4-0,TEX,9,true,33,34,67,120,142,262,9,8,17,0,2:39
565720,2019-05-02,2019,KCA,TBA,1,3,3-1,TBA,9,false,33,34,67,142,132,274,6,9,15,3,2:33
566964,2019-03-31,2019,MIN,CLE,9,3,9-3,MIN,9,true,39,37,76,155,109,264,18,12,30,2,2:39
565799,2019-03-28,2019,LAN,ARI,12,5,12-5,LAN,9,true,39,35,74,125,144,269,15,9,24,1,2:49
565702,2019-03-28,2019,KCA,CHA,5,3,5-3,KCA,9,true,36,36,72,136,156,292,9,9,18,5,3:12 (1:46 delay)
565804,2019-04-02,2019,LAN,SFN,6,5,6-5,LAN,9,true,34,36,70,131,134,265,11,11,22,1,2:50
565510,2019-04-04,2019,DET,KCA,5,4,5-4,DET,9,true,37,37,74,126,147,273,13,10,23,1,2:47
566088,2019-03-30,2019,OAK,ANA,4,2,4-2,OAK,9,true,34,36,70,146,123,269,10,8,18,3,2:42
566107,2019-05-12,2019,OAK,CLE,3,5,5-3,CLE,9,false,35,36,71,136,138,274,10,12,22,1,2:57
566585,2019-05-08,2019,SLN,PHI,0,5,5-0,PHI,9,false,31,38,69,151,119,270,6,10,16,0,2:41
565533,2019-05-18,2019,DET,OAK,1,4,4-1,OAK,9,false,33,34,67,141,117,258,7,8,15,2,2:40
566400,2019-05-31,2019,SEA,ANA,4,3,4-3,SEA,9,true,29,35,64,149,114,263,6,9,15,2,2:35
567566,2019-04-29,2019,MIL,COL,5,1,5-1,MIL,9,true,34,35,69,136,107,243,10,7,17,3,2:38
566295,2019-05-08,2019,SDN,NYN,3,2,3-2,SDN,9,true,30,35,65,137,124,261,6,9,15,1,2:44
566593,2019-05-25,2019,SLN,ATL,6,3,6-3,SLN,9,true,35,35,70,120,116,236,11,12,23,1,2:40
564740,2019-04-10,2019,ANA,MIL,4,2,4-2,ANA,9,true,30,37,67,145,126,271,7,12,19,2,3:00
565635,2019-05-29,2019,HOU,CHN,1,2,2-1,CHN,9,false,34,35,69,135,120,255,7,10,17,0,2:37
566014,2019-05-26,2019,NYN,DET,4,3,4-3,NYN,9,true,32,35,67,143,107,250,10,8,18,2,2:33
565803,2019-04-01,2019,LAN,SFN,2,4,4-2,SFN,9,false,34,37,71,145,136,281,9,10,19,2,2:59
565227,2019-04-10,2019,CIN,MIA,2,1,2-1,CIN,9,true,30,34,64,155,138,293,8,8,16,1,2:47
567360,2019-03-29,2019,MIA,COL,1,6,6-1,COL,9,false,31,42,73,147,135,282,6,15,21,2,3:04
565704,2019-03-31,2019,KCA,CHA,3,6,6-3,CHA,9,false,34,41,75,155,125,280,7,16,23,3,2:57
566889,2019-05-24,2019,TOR,SDN,3,6,6-3,SDN,9,false,32,38,70,162,122,284,5,11,16,1,2:49
566869,2019-04-02,2019,TOR,BAL,1,2,2-1,BAL,9,false,35,36,71,152,127,279,10,13,23,1,2:45
566109,2019-05-25,2019,OAK,SEA,6,5,6-5,OAK,9,true,35,36,71,139,133,272,13,9,22,1,2:52
566970,2019-04-17,2019,MIN,TOR,4,1,4-1,MIN,9,true,35,34,69,141,140,281,13,9,22,2,2:57
567072,2019-04-26,2019,PHI,MIA,4,0,4-0,PHI,9,true,34,33,67,129,151,280,12,7,19,2,2:47 (1:33 delay)
566198,2019-05-21,2019,PIT,COL,0,5,5-0,COL,9,false,33,40,73,146,124,270,5,14,19,0,2:41
566492,2019-05-20,2019,SFN,ATL,1,4,4-1,ATL,9,false,29,38,67,161,114,275,2,12,14,0,2:23
566473,2019-04-07,2019,SFN,TBA,0,3,3-0,TBA,9,false,32,39,71,153,130,283,7,13,20,4,3:06
565821,2019-05-12,2019,LAN,WAS,6,0,6-0,LAN,9,true,36,29,65,130,148,278,13,2,15,1,2:46
567162,2019-04-07,2019,ATL,MIA,4,3,4-3,ATL,9,false,33,35,68,127,124,251,10,9,19,1,2:33
566963,2019-03-30,2019,MIN,CLE,1,2,2-1,CLE,9,false,32,34,66,141,136,277,7,7,14,2,3:00
567386,2019-05-29,2019,MIA,SFN,4,2,4-2,MIA,9,true,35,35,70,137,108,245,14,8,22,1,2:38
566870,2019-04-03,2019,TOR,BAL,5,3,5-3,TOR,9,true,33,33,66,142,123,265,12,8,20,2,2:42
564753,2019-05-05,2019,ANA,HOU,4,10,10-4,HOU,9,false,34,42,76,139,127,266,7,17,24,2,3:04
566277,2019-03-30,2019,SDN,SFN,2,3,3-2,SFN,9,false,35,39,74,152,134,286,8,14,22,4,3:10
565416,2019-04-08,2019,COL,ATL,6,8,8-6,ATL,9,false,37,42,79,156,121,277,11,17,28,3,2:59
567555,2019-03-31,2019,MIL,SLN,5,4,5-4,MIL,9,false,38,36,74,140,149,289,16,9,25,2,2:54
565242,2019-05-18,2019,CIN,LAN,4,0,4-0,CIN,9,true,33,36,69,144,126,270,8,9,17,0,2:39
566572,2019-04-10,2019,SLN,LAN,7,2,7-2,SLN,9,true,34,33,67,148,118,266,11,7,18,2,2:52
565902,2019-04-14,2019,WAS,PIT,3,4,4-3,PIT,9,false,39,36,75,121,143,264,14,12,26,0,2:47
566281,2019-04-03,2019,SDN,ARI,4,1,4-1,SDN,9,true,34,34,68,138,125,263,11,8,19,1,2:59
