API Key,Date,Year,Home Team,Away Team,Home Score,Away Score,Final Score,Winning Team,# Innings,End Top Inning?,Home Team PA #,Away Team PA #,Total Number PA,Homne Team # Pitches,Away Team # Pitches,Total # Pitches,Home Team Baserunners,Away Team Baserunners,Total # Baserunners,Pitching Changes,Time
446877,2016-04-03,2016,PIT,SLN,4,1,4-1,PIT,9,true,36,38,74,141,144,285,15,11,26,0,3:02
446873,2016-04-03,2016,KCA,NYN,4,3,4-3,KCA,9,true,33,39,72,177,114,291,11,13,24,2,3:13
446911,2016-04-03,2016,TBA,TOR,3,5,5-3,TOR,9,false,36,38,74,158,118,276,8,10,18,2,2:51
452866,2016-04-03,2016,ANA,CHN,6,4,6-4,ANA,9,true,36,33,69,128,124,252,11,8,19,1,2:33
446878,2016-04-04,2016,TBA,TOR,3,5,5-3,TOR,9,false,39,36,75,140,140,280,12,9,21,3,2:58
446874,2016-04-04,2016,CIN,PHI,6,2,6-2,CIN,9,true,33,34,67,134,133,267,10,7,17,4,2:56
446871,2016-04-04,2016,SDN,LAN,0,15,15-0,LAN,9,false,33,49,82,180,139,319,6,23,29,2,3:10
446876,2016-04-04,2016,TEX,SEA,3,2,3-2,TEX,9,true,34,34,68,133,120,253,8,8,16,0,2:38
446889,2016-04-04,2016,ANA,CHN,0,9,9-0,CHN,9,false,30,44,74,188,109,297,4,19,23,0,3:08
446868,2016-04-04,2016,OAK,CHA,3,4,4-3,CHA,9,false,36,36,72,159,133,292,10,10,20,3,2:56
446872,2016-04-04,2016,BAL,MIN,3,2,3-2,BAL,9,false,41,35,76,128,150,278,15,8,23,2,2:48 (2:51 delay)
446879,2016-04-04,2016,ATL,WAS,3,4,4-3,WAS,10,false,38,43,81,169,155,324,10,13,23,3,3:23
446875,2016-04-04,2016,MIL,SFN,3,12,12-3,SFN,9,false,37,46,83,187,165,352,13,20,33,1,3:35
446869,2016-04-04,2016,ARI,COL,5,10,10-5,COL,9,false,42,47,89,200,162,362,15,20,35,4,4:11
446884,2016-04-05,2016,SDN,LAN,0,3,3-0,LAN,9,false,29,35,64,132,115,247,2,8,10,0,2:36
446880,2016-04-05,2016,ANA,CHN,1,6,6-1,CHN,9,false,32,36,68,124,119,243,4,9,13,3,2:34
446896,2016-04-05,2016,KCA,NYN,0,2,2-0,NYN,9,false,32,38,70,157,124,281,4,11,15,1,2:51
446870,2016-04-05,2016,NYA,HOU,3,5,5-3,HOU,9,false,33,38,71,161,137,298,8,10,18,2,3:17
446881,2016-04-05,2016,OAK,CHA,4,5,5-4,CHA,9,false,39,40,79,144,150,294,12,13,25,5,3:28
446886,2016-04-05,2016,TEX,SEA,2,10,10-2,SEA,9,false,39,42,81,144,161,305,13,17,30,2,3:30
