ID,API Key,Date,Year,Home Team,Away Team,Home Score,Away Score,Final Score,Winning Team,# Innings,End Top Inning?,Home Team PA #,Away Team PA #,Total Number PA,Homne Team # Pitches,Away Team # Pitches,Total # Pitches,Home Team Baserunners,Away Team Baserunners,Total # Baserunners,Pitching Changes,Time
1,385475,2014-03-30,2014,HOU,VRA,6,1,6-1,HOU,9,1,37,32,69,116,130,246,15,7,22,2,2:31
2,380546,2014-03-30,2014,SDN,LAN,3,1,3-1,SDN,9,1,33,34,67,133,125,258,9,7,16,3,2:49
3,380547,2014-03-31,2014,CHA,MIN,5,3,5-3,CHA,9,1,34,34,68,133,130,263,13,8,21,3,2:35
4,380544,2014-03-31,2014,MIA,COL,10,1,10-1,MIA,9,1,41,33,74,128,155,283,17,7,24,1,2:58
5,380551,2014-03-31,2014,CIN,SLN,0,1,1-0,SLN,9,0,36,34,70,128,140,268,9,7,16,3,2:56
6,380552,2014-03-31,2014,TBA,TOR,9,2,9-2,TBA,9,1,44,34,78,129,154,283,21,8,29,1,3:04
7,380543,2014-03-31,2014,OAK,CLE,0,2,2-0,CLE,9,0,36,40,76,161,141,302,9,13,22,2,3:15
8,380545,2014-03-31,2014,DET,KCA,4,3,4-3,DET,9,0,35,38,73,141,155,296,11,10,21,2,3:01
9,380542,2014-03-31,2014,PIT,CHN,1,0,1-0,PIT,10,0,33,38,71,154,128,282,9,10,19,1,3:16
10,380541,2014-03-31,2014,BAL,BOS,2,1,2-1,BAL,9,1,29,40,69,169,117,286,7,13,20,1,2:53
11,380550,2014-03-31,2014,ARI,SFN,8,9,9-8,SFN,9,0,46,41,87,141,167,308,19,14,33,3,3:25
12,380553,2014-03-31,2014,NYN,WAS,7,9,9-7,WAS,10,0,40,45,85,179,163,342,10,15,25,4,3:47
13,380548,2014-03-31,2014,TEX,PHI,10,14,14-10,PHI,9,0,44,50,94,192,172,364,18,23,41,3,3:36
14,380540,2014-03-31,2014,MIL,ATL,2,0,2-0,MIL,9,1,30,34,64,137,105,242,9,7,16,1,2:45
15,380549,2014-03-31,2014,ANA,SEA,3,10,10-3,SEA,9,0,36,45,81,167,145,312,8,20,28,4,3:17
16,380561,2014-04-01,2014,ARI,SFN,5,4,5-4,ARI,9,1,36,36,72,123,147,270,15,9,24,0,2:46
17,380554,2014-04-01,2014,MIL,ATL,2,5,5-2,ATL,9,0,35,37,72,125,133,258,10,11,21,1,2:34
18,380556,2014-04-01,2014,MIA,COL,4,3,4-3,MIA,9,1,29,37,66,147,107,254,6,11,17,1,2:24
19,380557,2014-04-01,2014,SDN,LAN,2,3,3-2,LAN,9,0,36,37,73,161,153,314,10,10,20,2,3:38
20,380562,2014-04-01,2014,TBA,TOR,2,4,4-2,TOR,9,0,36,37,73,168,141,309,11,11,22,2,3:32
21,380558,2014-04-01,2014,HOU,NYA,6,2,6-2,HOU,9,1,34,37,71,138,127,265,10,11,21,2,2:51
22,380560,2014-04-01,2014,ANA,SEA,3,8,8-3,SEA,9,0,35,39,74,176,121,297,10,14,24,2,3:05
23,380559,2014-04-01,2014,TEX,PHI,3,2,3-2,TEX,9,0,40,35,75,141,144,285,17,10,27,2,3:14
24,380575,2014-04-02,2014,CIN,SLN,1,0,1-0,CIN,9,0,36,33,69,137,141,278,11,6,17,1,2:45 (2:40 delay)
25,380574,2014-04-02,2014,ARI,SFN,0,2,2-0,SFN,9,0,31,37,68,149,123,272,3,10,13,2,2:49
26,380573,2014-04-02,2014,ANA,SEA,2,8,8-2,SEA,9,0,32,42,74,155,132,287,5,17,22,1,2:39
27,380564,2014-04-02,2014,BAL,BOS,2,6,6-2,BOS,9,0,35,40,75,147,139,286,7,16,23,1,2:43
28,380577,2014-04-02,2014,NYN,WAS,1,5,5-1,WAS,9,0,32,40,72,160,139,299,5,13,18,0,3:00
29,380569,2014-04-02,2014,SDN,LAN,1,5,5-1,LAN,9,0,34,39,73,151,132,283,6,13,19,2,3:02
30,380572,2014-04-02,2014,TEX,PHI,4,3,4-3,TEX,9,0,37,38,75,148,131,279,12,12,24,1,3:02
31,380576,2014-04-02,2014,TBA,TOR,0,3,3-0,TOR,9,0,32,42,74,167,118,285,6,16,22,4,2:55
32,380567,2014-04-02,2014,MIA,COL,5,6,6-5,COL,9,0,40,42,82,141,167,308,13,16,29,2,3:23
33,380568,2014-04-02,2014,DET,KCA,2,1,2-1,DET,10,0,37,37,74,144,158,302,9,9,18,0,3:22
34,380566,2014-04-02,2014,OAK,CLE,6,1,6-1,OAK,9,1,42,32,74,132,172,304,17,5,22,2,3:05
35,380571,2014-04-02,2014,HOU,NYA,3,1,3-1,HOU,9,1,32,36,68,160,129,289,9,10,19,3,3:18
36,380555,2014-04-02,2014,OAK,CLE,4,6,6-4,CLE,9,0,39,44,83,177,160,337,14,18,32,5,3:33
37,380555,2014-04-02,2014,OAK,CLE,4,6,6-4,CLE,9,0,39,44,83,177,160,337,14,18,32,5,3:33
38,380570,2014-04-02,2014,CHA,MIN,7,6,7-6,CHA,11,0,49,53,102,228,187,415,18,19,37,5,4:19
39,380565,2014-04-02,2014,PIT,CHN,4,3,4-3,PIT,16,0,65,70,135,258,256,514,21,24,45,1,5:55
40,380563,2014-04-02,2014,MIL,ATL,0,1,1-0,ATL,9,0,30,32,62,113,123,236,3,5,8,2,2:36
41,380580,2014-04-03,2014,MIA,COL,8,5,8-5,MIA,9,1,41,39,80,140,143,283,17,13,30,1,3:14
42,380587,2014-04-03,2014,TBA,TOR,7,2,7-2,TBA,9,1,38,36,74,150,157,307,16,9,25,2,3:21
43,380586,2014-04-03,2014,CIN,SLN,6,7,7-6,SLN,9,0,41,42,83,177,173,350,13,18,31,4,3:41 (3:42 delay)
44,380584,2014-04-03,2014,OAK,SEA,3,2,3-2,OAK,12,0,46,45,91,164,199,363,16,9,25,3,4:02
45,380588,2014-04-03,2014,NYN,WAS,2,8,8-2,WAS,9,0,37,44,81,174,139,313,11,18,29,1,3:21
46,380582,2014-04-03,2014,CHA,MIN,9,10,10-9,MIN,9,0,44,43,87,192,165,357,17,15,32,2,3:42
47,380583,2014-04-03,2014,HOU,NYA,2,4,4-2,NYA,9,0,36,37,73,154,128,282,13,11,24,2,3:17
48,380578,2014-04-03,2014,BAL,BOS,3,4,4-3,BOS,9,0,37,40,77,148,121,269,11,16,27,2,2:55
49,380579,2014-04-03,2014,PIT,CHN,2,3,3-2,CHN,9,0,34,33,67,129,133,262,8,8,16,3,2:39
50,380585,2014-04-03,2014,ARI,SFN,5,8,8-5,SFN,9,0,36,41,77,155,150,305,10,15,25,5,3:11
51,380594,2014-04-04,2014,NYN,CIN,4,3,4-3,NYN,9,1,33,40,73,151,132,283,9,14,23,3,2:59
52,380599,2014-04-04,2014,MIA,SDN,8,2,8-2,MIA,9,1,40,37,77,128,138,266,17,11,28,0,2:37
53,380591,2014-04-04,2014,WAS,ATL,1,2,2-1,ATL,9,0,36,35,71,125,138,263,12,9,21,1,3:03
54,380595,2014-04-04,2014,BOS,MIL,2,6,6-2,MIL,9,0,34,43,77,145,153,298,11,16,27,2,3:19
55,380598,2014-04-04,2014,CHN,PHI,2,7,7-2,PHI,9,0,32,43,75,171,128,299,6,15,21,5,3:16
56,380601,2014-04-04,2014,LAN,SFN,4,8,8-4,SFN,9,0,38,39,77,156,171,327,12,13,25,2,3:25
57,380592,2014-04-04,2014,DET,BAL,10,4,10-4,DET,9,1,42,38,80,150,151,301,21,11,32,2,3:07 (:44 delay)
58,380590,2014-04-04,2014,COL,ARI,12,2,12-2,COL,9,1,47,37,84,127,180,307,25,9,34,1,3:13
59,380603,2014-04-04,2014,TBA,TEX,8,1,8-1,TBA,9,1,44,35,79,141,171,312,18,9,27,1,3:10
60,380596,2014-04-04,2014,CLE,MIN,7,2,7-2,CLE,9,1,38,37,75,148,131,279,15,13,28,4,3:01 (2:13 delay)
61,380593,2014-04-04,2014,KCA,CHA,7,5,7-5,KCA,9,1,43,41,84,171,166,337,21,14,35,3,3:37
62,380602,2014-04-04,2014,PIT,SLN,12,2,12-2,PIT,9,1,41,37,78,149,164,313,22,10,32,2,3:07 (1:05 delay)
63,380597,2014-04-04,2014,TOR,NYA,3,7,7-3,NYA,9,0,35,45,80,170,134,304,8,21,29,4,3:26
64,380589,2014-04-04,2014,HOU,ANA,1,11,11-1,ANA,9,0,40,46,86,163,186,349,14,19,33,1,3:35
65,380615,2014-04-05,2014,OAK,SEA,1,3,3-1,SEA,9,0,34,35,69,132,113,245,7,9,16,1,2:22
66,380604,2014-04-05,2014,HOU,ANA,1,5,5-1,ANA,9,0,32,44,76,162,107,269,5,17,22,0,3:02
67,380612,2014-04-05,2014,TOR,NYA,4,0,4-0,TOR,9,1,32,37,69,155,125,280,9,12,21,3,2:45
68,380609,2014-04-05,2014,NYN,CIN,6,3,6-3,NYN,9,0,36,35,71,131,129,260,12,8,20,1,2:48
69,380613,2014-04-05,2014,CHN,PHI,0,2,2-0,PHI,9,0,37,37,74,151,136,287,11,14,25,1,2:53
70,380617,2014-04-05,2014,PIT,SLN,1,6,6-1,SLN,9,0,39,39,78,143,146,289,12,12,24,1,2:58
71,380608,2014-04-05,2014,KCA,CHA,4,3,4-3,KCA,9,1,34,39,73,154,134,288,12,12,24,2,2:59
72,380611,2014-04-05,2014,CLE,MIN,3,7,7-3,MIN,9,0,36,42,78,143,143,286,11,16,27,2,2:50
73,380606,2014-04-05,2014,WAS,ATL,2,6,6-2,ATL,9,0,37,45,82,170,151,321,11,17,28,1,3:36
74,380616,2014-04-05,2014,LAN,SFN,2,7,7-2,SFN,9,0,36,42,78,178,162,340,12,17,29,3,3:42
75,380605,2014-04-05,2014,COL,ARI,9,4,9-4,COL,9,1,36,38,74,177,114,291,13,9,22,1,3:09
76,380607,2014-04-05,2014,DET,BAL,7,6,7-6,DET,9,1,38,39,77,149,167,316,15,13,28,3,3:20
77,380614,2014-04-05,2014,MIA,SDN,5,0,5-0,MIA,9,1,39,35,74,148,153,301,16,8,24,2,2:49
78,380618,2014-04-05,2014,TBA,TEX,5,4,5-4,TBA,9,1,34,37,71,131,123,254,13,10,23,0,2:48
79,380610,2014-04-05,2014,BOS,MIL,6,7,7-6,MIL,11,0,42,53,95,188,179,367,10,20,30,5,4:23
80,380632,2014-04-06,2014,PIT,SLN,2,1,2-1,PIT,9,1,30,31,61,112,115,227,8,6,14,1,2:29
81,380631,2014-04-06,2014,LAN,SFN,6,2,6-2,LAN,9,1,31,35,66,140,101,241,7,8,15,1,2:51
82,380624,2014-04-06,2014,NYN,CIN,1,2,2-1,CIN,9,0,32,37,69,139,102,241,6,11,17,1,2:35
83,380633,2014-04-06,2014,TBA,TEX,0,3,3-0,TEX,9,0,37,35,72,140,119,259,10,8,18,2,3:01
84,380619,2014-04-06,2014,HOU,ANA,7,4,7-4,HOU,9,1,32,37,69,148,126,274,8,11,19,2,2:52
85,380629,2014-04-06,2014,MIA,SDN,2,4,4-2,SDN,9,0,32,36,68,136,129,265,6,10,16,1,2:44
86,380620,2014-04-06,2014,COL,ARI,3,5,5-3,ARI,9,0,33,42,75,126,113,239,11,18,29,0,2:29
87,380621,2014-04-06,2014,WAS,ATL,2,1,2-1,WAS,9,1,29,37,66,137,120,257,4,10,14,3,2:44
88,380623,2014-04-06,2014,KCA,CHA,1,5,5-1,CHA,9,0,33,38,71,146,131,277,8,12,20,1,2:49
89,380630,2014-04-06,2014,OAK,SEA,6,3,6-3,OAK,9,1,35,37,72,137,143,280,13,11,24,1,2:57
90,380628,2014-04-06,2014,CHN,PHI,8,3,8-3,CHN,9,1,38,40,78,142,150,292,14,13,27,2,3:14
91,380622,2014-04-06,2014,DET,BAL,1,3,3-1,BAL,9,0,33,37,70,128,127,255,6,10,16,1,2:34
92,380627,2014-04-06,2014,TOR,NYA,4,6,6-4,NYA,9,0,37,40,77,161,137,298,10,14,24,1,2:57
93,380626,2014-04-06,2014,CLE,MIN,7,10,10-7,MIN,9,0,46,45,91,194,196,390,21,21,42,4,3:55
94,380625,2014-04-06,2014,BOS,MIL,0,4,4-0,MIL,9,0,36,38,74,141,141,282,9,11,20,2,2:57
95,380641,2014-04-07,2014,KCA,TBA,4,2,4-2,KCA,9,1,35,35,70,128,137,265,13,7,20,3,2:56
96,380636,2014-04-07,2014,COL,CHA,8,1,8-1,COL,9,1,42,33,75,119,151,270,18,7,25,2,2:42
97,380634,2014-04-07,2014,HOU,ANA,1,9,9-1,ANA,9,0,31,43,74,160,132,292,5,15,20,0,2:44
98,380639,2014-04-07,2014,MIN,OAK,3,8,8-3,OAK,9,0,40,40,80,151,153,304,13,14,27,1,3:05
99,380642,2014-04-07,2014,BOS,TEX,5,1,5-1,BOS,9,1,40,35,75,132,153,285,18,10,28,1,3:07
100,380635,2014-04-07,2014,NYA,BAL,4,2,4-2,NYA,9,1,36,34,70,125,163,288,14,9,23,4,3:05
101,380637,2014-04-07,2014,SLN,CIN,5,3,5-3,SLN,9,1,39,37,76,132,154,286,16,13,29,2,2:59
102,380650,2014-04-08,2014,WAS,MIA,5,0,5-0,WAS,9,1,34,34,68,159,120,279,11,8,19,2,2:58
103,380643,2014-04-08,2014,SEA,ANA,5,3,5-3,SEA,9,1,38,34,72,120,151,271,14,8,22,5,2:59
104,380644,2014-04-08,2014,SFN,ARI,7,3,7-3,SFN,9,1,36,33,69,112,159,271,14,8,22,1,2:39
105,380654,2014-04-08,2014,KCA,TBA,0,1,1-0,TBA,9,0,37,33,70,159,133,292,12,6,18,1,3:13
106,380648,2014-04-08,2014,LAN,DET,3,2,3-2,LAN,10,0,38,35,73,155,145,300,12,7,19,1,3:23
107,380649,2014-04-08,2014,TOR,HOU,5,2,5-2,TOR,9,1,34,39,73,147,149,296,12,13,25,2,2:52
108,380651,2014-04-08,2014,ATL,NYN,0,4,4-0,NYN,9,0,37,39,76,156,137,293,8,13,21,3,3:07
109,380646,2014-04-08,2014,COL,CHA,3,15,15-3,CHA,9,0,35,50,85,174,119,293,10,26,36,2,3:10
110,380647,2014-04-08,2014,SLN,CIN,7,5,7-5,SLN,9,1,41,37,78,147,159,306,18,10,28,0,3:10
111,380655,2014-04-08,2014,BOS,TEX,7,10,10-7,TEX,9,0,40,44,84,148,160,308,18,17,35,2,3:11
112,380638,2014-04-08,2014,PHI,MIL,4,10,10-4,MIL,9,0,42,46,88,164,181,345,15,19,34,1,3:32
113,380638,2014-04-08,2014,PHI,MIL,4,10,10-4,MIL,9,0,42,46,88,164,181,345,15,19,34,1,3:32
114,380653,2014-04-08,2014,CLE,SDN,8,6,8-6,CLE,9,1,37,42,79,170,138,308,13,15,28,3,3:15
115,380652,2014-04-08,2014,CHN,PIT,6,7,7-6,PIT,9,0,38,45,83,164,140,304,11,20,31,2,3:20
116,380645,2014-04-08,2014,NYA,BAL,5,14,14-5,BAL,9,0,42,48,90,163,180,343,15,23,38,3,3:28
117,380660,2014-04-09,2014,SLN,CIN,0,4,4-0,CIN,9,0,29,40,69,131,112,243,5,13,18,0,2:19
118,380668,2014-04-09,2014,CLE,SDN,2,0,2-0,CLE,9,1,32,34,66,120,129,249,8,7,15,3,2:30
119,380665,2014-04-09,2014,ATL,NYN,4,3,4-3,ATL,9,1,33,35,68,122,131,253,9,8,17,2,2:40
120,380656,2014-04-09,2014,SEA,ANA,0,2,2-0,ANA,9,0,33,36,69,148,132,280,5,9,14,2,2:53
121,380669,2014-04-09,2014,KCA,TBA,7,3,7-3,KCA,9,1,35,36,71,136,128,264,12,10,22,0,2:46
122,380670,2014-04-09,2014,BOS,TEX,4,2,4-2,BOS,9,1,32,35,67,145,141,286,11,9,20,3,2:57
123,380640,2014-04-09,2014,CLE,SDN,1,2,2-1,SDN,9,0,35,35,70,129,146,275,8,8,16,1,2:51
124,380640,2014-04-09,2014,CLE,SDN,1,2,2-1,SDN,9,0,35,35,70,129,146,275,8,8,16,1,2:51
125,380667,2014-04-09,2014,CHN,PIT,7,5,7-5,CHN,9,1,41,34,75,130,150,280,19,7,26,0,2:41
126,380662,2014-04-09,2014,TOR,HOU,7,3,7-3,TOR,9,1,39,34,73,141,171,312,17,7,24,3,3:09
127,380658,2014-04-09,2014,NYA,BAL,4,5,5-4,BAL,9,0,36,41,77,156,134,290,13,14,27,2,3:06
128,380659,2014-04-09,2014,COL,CHA,10,4,10-4,COL,9,1,41,36,77,141,154,295,19,10,29,5,3:23
129,380664,2014-04-09,2014,PHI,MIL,4,9,9-4,MIL,9,0,39,45,84,173,136,309,12,16,28,0,3:24
130,380666,2014-04-09,2014,MIN,OAK,4,7,7-4,OAK,11,0,48,45,93,198,179,377,18,13,31,3,3:41
131,380663,2014-04-09,2014,WAS,MIA,10,7,10-7,WAS,9,1,41,46,87,195,169,364,17,20,37,4,3:56
132,380661,2014-04-09,2014,LAN,DET,6,7,7-6,DET,10,0,42,45,87,187,195,382,14,18,32,3,4:16
133,380657,2014-04-09,2014,SFN,ARI,3,7,7-3,ARI,9,0,38,41,79,150,143,293,12,14,26,0,2:52
134,380672,2014-04-10,2014,NYA,BOS,4,1,4-1,NYA,9,1,30,33,63,141,119,260,7,6,13,2,2:55
135,380675,2014-04-10,2014,WAS,MIA,7,1,7-1,WAS,9,1,37,33,70,127,147,274,14,5,19,3,2:53
136,380673,2014-04-10,2014,CHA,CLE,7,3,7-3,CHA,9,1,36,34,70,136,157,293,13,8,21,2,2:52
137,380674,2014-04-10,2014,TOR,HOU,4,6,6-4,HOU,9,0,38,37,75,146,139,285,11,12,23,1,2:49
138,380677,2014-04-10,2014,ATL,NYN,4,6,6-4,NYN,9,0,37,42,79,164,135,299,11,15,26,2,3:26
139,380671,2014-04-10,2014,SFN,ARI,5,6,6-5,ARI,10,0,45,47,92,180,175,355,18,19,37,5,4:10
140,380676,2014-04-10,2014,PHI,MIL,2,6,6-2,MIL,9,0,35,38,73,134,143,277,9,12,21,1,2:48
141,380679,2014-04-10,2014,CHN,PIT,4,5,5-4,PIT,9,0,37,40,77,166,156,322,11,13,24,3,3:20
142,380678,2014-04-10,2014,MIN,OAK,1,6,6-1,OAK,9,0,32,43,75,162,135,297,6,18,24,1,2:51
143,380693,2014-04-11,2014,BAL,TOR,0,2,2-0,TOR,9,0,35,32,67,115,120,235,8,4,12,2,2:20
144,380687,2014-04-11,2014,ARI,LAN,0,6,6-0,LAN,9,0,30,36,66,116,124,240,4,11,15,1,2:26
145,380692,2014-04-11,2014,CIN,TBA,1,2,2-1,TBA,9,0,35,38,73,153,139,292,8,12,20,1,3:22
146,380680,2014-04-11,2014,NYA,BOS,2,4,4-2,BOS,9,0,35,37,72,149,145,294,9,10,19,2,3:01
147,380690,2014-04-11,2014,SEA,OAK,6,4,6-4,SEA,9,1,38,37,75,140,142,282,12,9,21,4,3:09
148,380688,2014-04-11,2014,PHI,MIA,6,3,6-3,PHI,9,1,39,40,79,173,141,314,17,15,32,2,3:15
149,380691,2014-04-11,2014,MIL,PIT,4,2,4-2,MIL,9,1,32,33,65,131,123,254,8,6,14,0,2:41
150,380686,2014-04-11,2014,MIN,KCA,10,1,10-1,MIN,9,1,43,35,78,139,191,330,18,9,27,2,3:13
151,380689,2014-04-11,2014,ANA,NYN,5,4,5-4,ANA,11,0,53,41,94,148,195,343,24,10,34,3,3:54
152,380694,2014-04-11,2014,ATL,WAS,7,6,7-6,ATL,10,0,41,46,87,159,177,336,16,19,35,1,3:49
153,380681,2014-04-11,2014,SLN,CHN,3,6,6-3,CHN,11,0,47,45,92,179,189,368,16,16,32,2,4:09
154,380682,2014-04-11,2014,CHA,CLE,9,6,9-6,CHA,9,1,43,42,85,181,168,349,21,15,36,1,3:28
155,380685,2014-04-11,2014,TEX,HOU,1,0,1-0,TEX,12,0,52,40,92,156,211,367,22,5,27,1,4:11
156,380684,2014-04-11,2014,SDN,DET,6,0,6-0,SDN,9,1,36,30,66,108,122,230,13,3,16,1,2:25
157,380683,2014-04-11,2014,SFN,COL,6,5,6-5,SFN,9,1,35,38,73,156,138,294,10,13,23,2,3:16
158,380698,2014-04-12,2014,SFN,COL,0,1,1-0,COL,9,0,33,34,67,135,116,251,7,8,15,0,2:48
159,380701,2014-04-12,2014,MIN,KCA,7,1,7-1,MIN,9,1,35,34,69,117,160,277,9,7,16,1,2:35
160,380696,2014-04-12,2014,SLN,CHN,10,4,10-4,SLN,9,1,40,36,76,130,125,255,15,9,24,1,2:40
161,380695,2014-04-12,2014,NYA,BOS,7,4,7-4,NYA,9,1,38,38,76,138,146,284,15,11,26,4,3:07
162,380699,2014-04-12,2014,SDN,DET,2,6,6-2,DET,9,0,38,42,80,146,143,289,11,16,27,0,3:05
163,380703,2014-04-12,2014,PHI,MIA,5,4,5-4,PHI,10,0,38,46,84,159,160,319,11,16,27,2,3:29
164,380707,2014-04-12,2014,CIN,TBA,0,1,1-0,TBA,9,0,30,33,63,113,114,227,6,6,12,0,2:31
165,380709,2014-04-12,2014,ATL,WAS,6,3,6-3,ATL,9,1,40,41,81,193,148,341,16,16,32,0,3:33
166,380706,2014-04-12,2014,MIL,PIT,3,2,3-2,MIL,9,1,34,33,67,137,117,254,9,10,19,2,2:53
167,380704,2014-04-12,2014,ANA,NYN,6,7,7-6,NYN,13,0,47,57,104,243,184,427,11,20,31,4,4:29
168,380705,2014-04-12,2014,SEA,OAK,1,3,3-1,OAK,9,0,36,37,73,166,127,293,9,11,20,1,3:08
169,380708,2014-04-12,2014,BAL,TOR,2,1,2-1,BAL,12,0,44,46,90,190,176,366,13,13,26,1,3:39
170,380700,2014-04-12,2014,TEX,HOU,5,6,6-5,HOU,10,0,42,42,84,147,172,319,16,12,28,1,3:15
171,380697,2014-04-12,2014,CHA,CLE,6,12,12-6,CLE,9,0,43,47,90,189,155,344,15,21,36,4,3:28
172,380702,2014-04-12,2014,ARI,LAN,5,8,8-5,LAN,9,0,43,46,89,177,182,359,16,18,34,4,3:47
173,380721,2014-04-13,2014,MIL,PIT,4,1,4-1,MIL,9,1,34,31,65,103,105,208,11,4,15,1,2:11
174,380713,2014-04-13,2014,SFN,COL,5,4,5-4,SFN,10,0,34,36,70,120,109,229,11,8,19,2,2:41
175,380710,2014-04-13,2014,NYA,BOS,3,2,3-2,NYA,9,1,34,37,71,137,118,255,11,11,22,3,3:08
176,380716,2014-04-13,2014,MIN,KCA,4,3,4-3,MIN,9,1,33,34,67,106,153,259,11,8,19,3,2:47
177,380724,2014-04-13,2014,ATL,WAS,10,2,10-2,ATL,9,1,42,34,76,149,144,293,17,8,25,1,2:56
178,380714,2014-04-13,2014,SDN,DET,5,1,5-1,SDN,9,1,34,37,71,141,150,291,9,10,19,1,2:53
179,380718,2014-04-13,2014,PHI,MIA,4,3,4-3,PHI,9,1,41,37,78,151,140,291,20,9,29,0,3:12
180,380711,2014-04-13,2014,SLN,CHN,6,4,6-4,SLN,9,1,37,37,74,137,156,293,15,10,25,2,3:10 (:46 delay)
181,380715,2014-04-13,2014,TEX,HOU,1,0,1-0,TEX,9,1,29,29,58,119,102,221,5,8,13,0,2:15
182,380720,2014-04-13,2014,SEA,OAK,0,3,3-0,OAK,9,0,31,40,71,149,118,267,3,13,16,1,2:44
183,380717,2014-04-13,2014,ARI,LAN,6,8,8-6,LAN,9,0,42,41,83,172,170,342,17,13,30,5,3:39
184,380722,2014-04-13,2014,CIN,TBA,12,4,12-4,CIN,9,1,44,39,83,151,188,339,22,13,35,3,3:41
185,380712,2014-04-13,2014,CHA,CLE,4,3,4-3,CHA,9,0,35,39,74,171,123,294,11,12,23,2,3:18 (2:00 delay)
186,380719,2014-04-13,2014,ANA,NYN,14,2,14-2,ANA,9,1,46,34,80,150,156,306,24,10,34,0,3:05
187,380723,2014-04-13,2014,BAL,TOR,3,11,11-3,TOR,9,0,37,46,83,167,130,297,9,21,30,2,2:45
188,380731,2014-04-14,2014,MIL,SLN,0,4,4-0,SLN,9,0,33,37,70,126,131,257,6,12,18,1,2:48
189,380728,2014-04-14,2014,ANA,OAK,2,3,3-2,OAK,9,0,33,36,69,146,122,268,5,11,16,1,2:56
190,380732,2014-04-14,2014,BAL,TBA,7,1,7-1,BAL,9,1,38,33,71,130,119,249,14,9,23,1,2:46
191,380729,2014-04-14,2014,CIN,PIT,7,8,8-7,PIT,9,0,37,42,79,176,113,289,10,15,25,0,3:07 (1:38 delay)
192,380733,2014-04-14,2014,MIA,WAS,2,9,9-2,WAS,9,0,36,45,81,154,126,280,10,18,28,1,2:56
193,380729,2014-04-14,2014,CIN,PIT,7,8,8-7,PIT,9,0,37,42,79,176,113,289,10,15,25,0,3:07 (1:38 delay)
194,380730,2014-04-14,2014,TEX,SEA,1,7,7-1,SEA,9,0,34,42,76,161,149,310,11,14,25,3,3:01
195,380726,2014-04-14,2014,SDN,COL,5,4,5-4,SDN,9,1,34,40,74,150,146,296,13,14,27,1,3:19
196,380727,2014-04-14,2014,ARI,NYN,3,7,7-3,NYN,9,0,37,45,82,184,132,316,12,17,29,1,3:08
197,380725,2014-04-14,2014,PHI,ATL,6,9,9-6,ATL,9,0,39,45,84,187,154,341,12,19,31,2,3:41
198,380745,2014-04-15,2014,MIL,SLN,1,6,6-1,SLN,9,0,32,35,67,137,127,264,7,10,17,0,2:41
199,380744,2014-04-15,2014,TEX,SEA,5,0,5-0,TEX,9,1,34,36,70,113,115,228,14,9,23,1,2:22
200,380741,2014-04-15,2014,ARI,NYN,0,9,9-0,NYN,9,0,32,42,74,148,125,273,5,15,20,1,2:49
201,380739,2014-04-15,2014,HOU,KCA,2,4,4-2,KCA,9,0,34,37,71,148,132,280,7,10,17,0,2:45
202,380748,2014-04-15,2014,MIA,WAS,11,2,11-2,MIA,9,1,43,36,79,141,154,295,20,10,30,0,2:54
203,380743,2014-04-15,2014,CIN,PIT,7,5,7-5,CIN,9,1,40,39,79,157,147,304,20,11,31,2,3:13
204,380747,2014-04-15,2014,MIN,TOR,3,9,9-3,TOR,9,0,41,45,86,170,180,350,14,19,33,5,3:31
205,380740,2014-04-15,2014,SFN,LAN,3,2,3-2,SFN,12,0,54,51,105,207,211,418,23,16,39,3,4:54
206,380735,2014-04-15,2014,CHA,BOS,2,1,2-1,CHA,9,0,38,34,72,147,174,321,12,7,19,6,3:36
207,380738,2014-04-15,2014,SDN,COL,2,3,3-2,COL,9,0,35,39,74,170,132,302,11,14,25,4,3:29
208,380742,2014-04-15,2014,ANA,OAK,9,10,10-9,OAK,11,0,50,52,102,191,187,378,17,23,40,5,4:12
209,380758,2014-04-16,2014,CIN,PIT,4,0,4-0,CIN,9,1,36,30,66,107,116,223,12,3,15,0,2:22
210,380736,2014-04-16,2014,NYA,CHN,3,0,3-0,NYA,9,1,32,31,63,129,123,252,9,4,13,1,2:41
211,380736,2014-04-16,2014,NYA,CHN,3,0,3-0,NYA,9,1,32,31,63,129,123,252,9,4,13,1,2:41
212,380760,2014-04-16,2014,MIL,SLN,5,1,5-1,MIL,9,1,37,36,73,130,127,257,12,10,22,2,2:56
213,380753,2014-04-16,2014,SDN,COL,4,2,4-2,SDN,9,1,33,37,70,128,123,251,10,11,21,1,2:53
214,380756,2014-04-16,2014,ARI,NYN,2,5,5-2,NYN,9,0,34,42,76,148,107,255,8,16,24,2,2:46
215,380759,2014-04-16,2014,TEX,SEA,3,2,3-2,TEX,9,0,35,36,71,126,137,263,8,9,17,2,2:47
216,380749,2014-04-16,2014,PHI,ATL,0,1,1-0,ATL,9,0,30,38,68,128,115,243,3,12,15,0,2:29
217,380755,2014-04-16,2014,SFN,LAN,2,1,2-1,SFN,9,1,34,32,66,118,123,241,13,9,22,3,2:53
218,380761,2014-04-16,2014,BAL,TBA,3,0,3-0,BAL,9,1,34,36,70,153,133,286,10,10,20,0,2:53
219,380763,2014-04-16,2014,MIA,WAS,3,6,6-3,WAS,9,0,35,37,72,144,124,268,9,9,18,2,2:37
